material_id,formula,mismatch_pct,E_ads_eV,S_lattice,S_adsorption,barrier_eV,S_diffusion,score_mode,score
mp-583800,Zr2Cu,3.227,-0.4341000020503998,0.5966,0.9472,,,pre_neb,0.7969
mp-1215720,Zr3AlFe8,1.465,-0.6402999758720398,0.8169,0.7819,,,pre_neb,0.7969
mp-1191079,Ti7P4,0.925,-0.65829998254776,0.8844,0.7311,,,pre_neb,0.7968
mp-1217898,TaTiB4,2.216,-0.3864000141620636,0.723,0.851,,,pre_neb,0.7962
mp-29154,Hf2CoP,0.466,-0.4772000014781952,0.9418,0.9935,0.6125,0.3875,with_neb,0.7962
mp-755352,Li2HfO3,0.351,-0.6771000027656555,0.9561,0.6757,,,pre_neb,0.7959
mp-541722,CsBa2Br5,3.186,-0.4305999875068664,0.6018,0.9416,,,pre_neb,0.7959
mp-1220484,NbAlCu,0.6,-0.6693000197410583,0.925,0.6989,,,pre_neb,0.7958
mp-3640,Nb6Si7Ni16,0.7,-0.3337999880313873,0.9125,0.708,,,pre_neb,0.7957
mp-1101340,SrCaI4,2.288,-0.3880999982357025,0.714,0.8551,,,pre_neb,0.7946
mp-1079560,Nb2CrB2,0.849,-0.6621000170707703,0.8939,0.72,,,pre_neb,0.7945
mp-1224965,FeNi,0.51,-0.6730999946594238,0.9362,0.6876,,,pre_neb,0.7942
mp-1206477,Hf6Al2Ni,2.249,-0.6141999959945679,0.7189,0.8496,,,pre_neb,0.7936
mp-755895,Ba3Zr2O7,1.232,-0.3497999906539917,0.846,0.7543,,,pre_neb,0.7936
mp-16483,BaAl9Fe2,1.832,-0.3702000081539154,0.771,0.8101,,,pre_neb,0.7933
mp-661,AlN,3.175,-0.4271999895572662,0.6031,0.9359,,,pre_neb,0.7933
mp-867171,SrLi2Sn,1.284,-0.3513000011444092,0.8395,0.7585,,,pre_neb,0.7932
mp-5221,HfAlCo2,1.343,-0.3529999852180481,0.8321,0.7633,,,pre_neb,0.7928
mp-1559,Mg3N2,3.737,-0.4681000113487243,0.5329,0.9874,,,pre_neb,0.7926
mp-23759,SrH2,1.914,-0.6273999810218811,0.7608,0.8164,,,pre_neb,0.7925
mp-1949,TiMn2,1.272,-0.6499999761581421,0.841,0.7548,,,pre_neb,0.7918
mp-865014,Mg2Cu,0.199,-0.3156999945640564,0.9751,0.654,,,pre_neb,0.7916
mp-1215169,ZrVW,0.586,-0.6725999712944031,0.9268,0.6891,,,pre_neb,0.7909
mp-542953,CaZn3Ni2,0.046,-0.6895999908447266,0.9942,0.638,,,pre_neb,0.7907
mp-998601,KCaCl3,1.935,-0.6279000043869019,0.7581,0.8151,,,pre_neb,0.7907
mp-865591,Ti2NiMo,3.182,-0.424699991941452,0.6022,0.9316,,,pre_neb,0.7904
mp-864953,MnV2Cr,2.124,-0.6218000054359436,0.7345,0.8307,,,pre_neb,0.7895
mp-1217891,TaTiAl6,2.549,-0.605400025844574,0.6814,0.8703,,,pre_neb,0.7894
mp-1186420,PaFe3,2.666,-0.600600004196167,0.6667,0.8812,,,pre_neb,0.7893
mp-1104462,Ca(Al2Fe)4,3.453,-0.5619000196456909,0.5684,0.9532,,,pre_neb,0.7883
mp-1183430,CaMg2,2.821,-0.4049000144004822,0.6474,0.8931,,,pre_neb,0.7878
mp-1192784,Hf9CoW4,3.896,-0.4767000079154968,0.513,0.9932,,,pre_neb,0.7874
mp-1096994,HfN,3.668,-0.4519000053405761,0.5415,0.9715,,,pre_neb,0.7872
mp-1215874,Zr3(V2Fe)2,2.136,-0.376800000667572,0.733,0.8272,,,pre_neb,0.7868
mp-1102911,SrF2,2.35,-0.6154000163078308,0.7062,0.8467,,,pre_neb,0.7865
mp-11513,NbNi3,0.971,-0.6633999943733215,0.8786,0.7162,,,pre_neb,0.7858
mp-36526,AcOF,0.229,-0.3131000101566314,0.9714,0.6462,,,pre_neb,0.7856
mp-1215248,ZrUN2,3.709,-0.4510000050067901,0.5364,0.9704,,,pre_neb,0.7844
mp-1216850,TiCuNi,2.534,-0.6097000241279602,0.6832,0.8603,,,pre_neb,0.7844
mp-1216692,TiNbB4,2.322,-0.3817000091075897,0.7098,0.8395,,,pre_neb,0.7839
mp-1012551,BaBrCl,3.757,-0.4510999917984009,0.5304,0.9706,,,pre_neb,0.7819
mp-1223820,Hf2Al3Cu,0.159,-0.6920999884605408,0.9801,0.6305,,,pre_neb,0.7803
mp-628,Zr2Co,0.042,-0.4726999998092651,0.9948,0.9907,0.7158,0.2842,with_neb,0.78
mp-865712,Ti2MnNi,0.452,-0.6834999918937683,0.9435,0.6565,,,pre_neb,0.7795
mp-1206072,Zr6CoSn2,3.062,-0.5913000106811523,0.6173,0.901,,,pre_neb,0.7794
mp-1207841,V5Si3N,1.293,-0.6577000021934509,0.8384,0.7328,,,pre_neb,0.7781
mp-1221748,Mn8Nb3Al,0.038,-0.6974999904632568,0.9952,0.6141,,,pre_neb,0.7775
mp-1185365,LiMg2Au,2.91,-0.4002000093460083,0.6362,0.8829,,,pre_neb,0.7772
mp-1217016,TiAlCo2,2.688,-0.3905999958515167,0.664,0.861,,,pre_neb,0.7766
mp-30483,CaZn,1.77,-0.3571999967098236,0.7788,0.775,,,pre_neb,0.7766
mp-1094593,LiMg2,2.51,-0.3835999965667724,0.6862,0.8442,,,pre_neb,0.7765
mp-1215,Ti2O,0.142,-0.6953999996185303,0.9822,0.6205,,,pre_neb,0.7755
mp-1104956,Ta6Fe7,1.935,-0.6380000114440918,0.7581,0.7882,,,pre_neb,0.7753
mp-2580,NbB,2.371,-0.3770999908447265,0.7036,0.8279,,,pre_neb,0.7747
mp-22888,CaBr2,2.138,-0.3684999942779541,0.7328,0.8056,,,pre_neb,0.7744
mp-1218096,TaAlCu,0.62,-0.6815000176429749,0.9225,0.6625,,,pre_neb,0.7739
mp-5292,Ca(SiNi)2,0.694,-0.6794000267982483,0.9132,0.6688,,,pre_neb,0.7736
mp-569174,Li2MgSi,0.196,-0.3050999939441681,0.9755,0.622,,,pre_neb,0.7735
mp-1094604,LiMg2,0.957,-0.3282999992370605,0.8804,0.6918,,,pre_neb,0.7726
mp-1216468,V3Si2Mo3,0.302,-0.6923999786376953,0.9622,0.6296,,,pre_neb,0.7721
mp-571,TiNi,0.031,-0.7008000016212463,0.9961,0.6041,,,pre_neb,0.7721
mp-1185421,LiZnNi2,0.358,-0.6906999945640564,0.9552,0.6347,,,pre_neb,0.7721
mp-2318,Nb2C,4.225,-0.5156000256538391,0.4719,0.997,,,pre_neb,0.7719
mp-864931,MgCo2,0.816,-0.676800012588501,0.898,0.6766,,,pre_neb,0.7715
mp-1217902,TaNbMo,1.278,-0.6622999906539917,0.8402,0.7195,,,pre_neb,0.7712
mp-11824,Ca3PN,1.624,-0.651199996471405,0.797,0.7514,,,pre_neb,0.771
mp-1185380,LiMg,2.378,-0.6252999901771545,0.7028,0.8218,,,pre_neb,0.7708
mp-9605,Hf3Si3Ni2,2.536,-0.3799999952316284,0.683,0.8353,,,pre_neb,0.77
mp-30569,Zr6Co23,1.301,-0.336899995803833,0.8374,0.7171,,,pre_neb,0.7687
mp-862852,PaNi3,3.205,-0.5946999788284302,0.5994,0.894,,,pre_neb,0.7677
mp-1106301,Zr5CuSn3,1.917,-0.6435999870300293,0.7604,0.7728,,,pre_neb,0.7675
mp-1188987,Hf3Co2Si3,2.336,-0.6294000148773193,0.708,0.8111,,,pre_neb,0.7669
mp-1188441,TiCu4,1.107,-0.6705999970436096,0.8616,0.695,,,pre_neb,0.7664
mp-1228910,Al2FeNi,4.275,-0.4738000035285949,0.4656,0.9915,,,pre_neb,0.7661
mp-1025170,Ti3B4,3.022,-0.3955999910831451,0.6222,0.8726,,,pre_neb,0.7653
mp-1211643,KCaCl3,2.49,-0.3747999966144562,0.6888,0.8221,,,pre_neb,0.7649
mp-29153,Zr2NiP,1.479,-0.3402000069618225,0.8151,0.7267,,,pre_neb,0.7646
mp-754885,SrCaI4,2.8,-0.385699987411499,0.65,0.8493,,,pre_neb,0.7639
mp-722294,Nb3Zn3N,3.249,-0.5968000292778015,0.5939,0.8895,,,pre_neb,0.7628
mp-1181926,CaH2,1.654,-0.6553999781608582,0.7932,0.7394,,,pre_neb,0.7625
mp-15845,SrLi4N2,1.797,-0.3490999937057495,0.7754,0.7523,,,pre_neb,0.7622
mp-1525815,AcMg5,1.552,-0.3409999907016754,0.806,0.7291,,,pre_neb,0.762
mp-771,MnAl,4.022,-0.4431000053882599,0.4972,0.9603,,,pre_neb,0.7619
mp-1188408,Zr5Sn3B,2.309,-0.6338000297546387,0.7114,0.7995,,,pre_neb,0.7617
mp-31168,Li2AlAg,1.141,-0.6739000082015991,0.8574,0.6852,,,pre_neb,0.759
mp-1102314,HfFeSi,2.155,-0.6409000158309937,0.7306,0.7802,,,pre_neb,0.759
mp-1079110,Hf3AlN,0.895,-0.6822999715805054,0.8881,0.6601,,,pre_neb,0.7578
mp-1215338,ZrAl5Cu7,4.524,-0.4948000013828277,0.4345,0.9997,,,pre_neb,0.7574
mp-1048,TiNi,2.703,-0.6229000091552734,0.6621,0.8279,,,pre_neb,0.7569
mp-1215329,ZrAl2Zn,2.335,-0.3639000058174133,0.7081,0.7933,,,pre_neb,0.7568
mp-1104334,Nb7Co6,0.218,-0.7038999795913696,0.9728,0.5947,,,pre_neb,0.7567
mp-1224328,HfNbB4,3.143,-0.6062999963760376,0.6071,0.8683,,,pre_neb,0.7564
mp-1275,SiMo3,1.476,-0.6650000214576721,0.8155,0.7115,,,pre_neb,0.7561
mp-30056,CsCaBr3,4.077,-0.5608999729156494,0.4904,0.9547,,,pre_neb,0.7557
mp-929,ZrCo2,1.505,-0.6646000146865845,0.8119,0.7127,,,pre_neb,0.7552
mp-865913,Li2AcSn,1.792,-0.3445000052452087,0.776,0.7392,,,pre_neb,0.7549
mp-1080021,Nb2B3,4.56,-0.5120999813079834,0.43,0.9982,,,pre_neb,0.7547
mp-2658,AlFe,4.581,-0.5069000124931335,0.4274,0.9994,,,pre_neb,0.7542
mp-30218,Ti2P,3.567,-0.4095000028610229,0.5541,0.9027,,,pre_neb,0.7533
mp-954,BaB6,1.775,-0.3425000011920929,0.7781,0.7334,,,pre_neb,0.7526
mp-14208,LiYSi,1.215,-0.3246000111103058,0.8481,0.6807,,,pre_neb,0.7525
mp-867252,LiZn2Ni,1.468,-0.6679999828338623,0.8165,0.7027,,,pre_neb,0.7515
mp-1216581,V2FeSi,2.628,-0.3707000017166137,0.6715,0.8114,,,pre_neb,0.7514
mp-18350,V3P,3.9,-0.5770999789237976,0.5125,0.9284,,,pre_neb,0.7502
mp-33090,V2N,1.975,-0.6531000137329102,0.7531,0.746,,,pre_neb,0.7491
mp-11322,ZrSi,0.354,-0.7044000029563904,0.9558,0.5932,,,pre_neb,0.7486
mp-1103093,FeBW,2.247,-0.6455000042915344,0.7191,0.7675,,,pre_neb,0.7468
mp-30031,CaI2,3.196,-0.6119999885559082,0.6005,0.8549,,,pre_neb,0.7459
mp-2795318,RbCaCl3,2.334,-0.64410001039505,0.7083,0.7714,,,pre_neb,0.7443
mp-2337,HfCo2,0.975,-0.6880000233650208,0.8781,0.6429,,,pre_neb,0.7437
mp-867249,TaAlFe2,0.465,-0.704800009727478,0.9419,0.592,,,pre_neb,0.7419
mp-1039147,CaZn,1.868,-0.3388999998569488,0.7665,0.723,,,pre_neb,0.7416
mp-1014265,Zr2N,3.286,-0.6118000149726868,0.5893,0.8554,,,pre_neb,0.7413
mp-29820,Ca3(AlN2)2,2.591,-0.3623000085353851,0.6761,0.789,,,pre_neb,0.7406
mp-1009133,MnCo,4.172,-0.4275000095367431,0.4785,0.9364,,,pre_neb,0.7402
mp-4502,Ta6Si7Ni16,0.89,-0.3070999979972839,0.8888,0.6281,,,pre_neb,0.7398
mp-640158,Hf6Fe16Si7,0.982,-0.690500020980835,0.8772,0.6353,,,pre_neb,0.739
mp-31205,Zr3Fe,4.126,-0.4235999882221222,0.4842,0.9296,,,pre_neb,0.7388
mp-1103826,Ta7Fe6,0.131,-0.7171000242233276,0.9836,0.5548,,,pre_neb,0.7386
mp-1202900,Al13Fe4,1.459,-0.676800012588501,0.8176,0.6766,,,pre_neb,0.737
mp-973455,LiMg2,2.805,-0.3673999905586242,0.6494,0.8027,,,pre_neb,0.737
mp-11107,Ac2O3,1.047,-0.6897000074386597,0.8691,0.6377,,,pre_neb,0.7369
mp-1185319,LiCl,1.923,-0.3373000025749206,0.7596,0.7183,,,pre_neb,0.736
mp-865531,TiMn2Al,0.515,-0.7067999839782715,0.9356,0.5859,,,pre_neb,0.7358
mp-1190736,Ca8Al3,4.854,-0.4742999970912933,0.3932,0.9918,,,pre_neb,0.7353
mp-28645,CaNiN,1.305,-0.6826000213623047,0.8369,0.6592,,,pre_neb,0.7353
mp-607990,Hf2Co3Si4,4.169,-0.5777000188827515,0.4789,0.9273,,,pre_neb,0.7351
mp-284,AlCo,4.936,-0.5110999941825867,0.383,0.9985,,,pre_neb,0.7347
mp-3378,SrHfO3,3.047,-0.374099999666214,0.6191,0.8203,,,pre_neb,0.7341
mp-3337,Ti6Si7Ni16,1.251,-0.3145999908447265,0.8436,0.6507,,,pre_neb,0.7334
mp-1104561,Hf(Al2Fe)4,4.889,-0.5273000001907349,0.3889,0.9907,,,pre_neb,0.7328
mp-20192,HfMnSi,2.435,-0.6480000019073486,0.6956,0.7605,,,pre_neb,0.7327
mp-1104548,Ta7Co6,0.453,-0.7105000019073486,0.9434,0.5747,,,pre_neb,0.7327
mp-11366,ZrZnCu2,1.995,-0.6632000207901001,0.7506,0.7168,,,pre_neb,0.7313
mp-3805,Al(FeB)2,4.675,-0.5509999990463257,0.4156,0.968,,,pre_neb,0.7313
mp-22302,ZrVP,1.395,-0.3174000084400177,0.8256,0.6592,,,pre_neb,0.7305
mp-613327,Fe(BW)2,5.02,-0.5103999972343445,0.3725,0.9986,,,pre_neb,0.7303
mp-3340,TaAlCo2,0.087,-0.7232999801635742,0.9891,0.5362,,,pre_neb,0.7303
mp-2385,TaCr2,1.803,-0.6714000105857849,0.7746,0.6927,,,pre_neb,0.7278
mp-30581,Hf2Cu,0.555,-0.7106999754905701,0.9306,0.5741,,,pre_neb,0.7269
mp-1211088,LiCaP,1.063,-0.304500013589859,0.8671,0.6202,,,pre_neb,0.726
mp-23209,SrCl2,0.791,-0.2958000004291534,0.9011,0.5938,,,pre_neb,0.7255
mp-1095057,VCo3,0.438,-0.7156000137329102,0.9452,0.5593,,,pre_neb,0.7247
mp-1226069,Co3SiMo2,0.764,-0.7056000232696533,0.9045,0.5896,,,pre_neb,0.7245
mp-10700,MgNi3C,0.849,-0.2967999875545501,0.8939,0.5968,,,pre_neb,0.7241
mp-570775,BaAu,5.101,-0.4799999892711639,0.3624,0.995,,,pre_neb,0.7239
mp-1213182,Fe13Mo9,2.424,-0.3458999991416931,0.697,0.7432,,,pre_neb,0.7234
mp-1218074,TaAlCu,1.139,-0.6948999762535095,0.8576,0.622,,,pre_neb,0.723
mp-1039529,CaMg2,3.265,-0.374099999666214,0.5919,0.8203,,,pre_neb,0.7224
mp-1222617,Li2ZnCu3,0.619,-0.5163999795913696,0.9226,0.9966,0.8448,0.1552,with_neb,0.722
mp-16253,BaCaSi,1.797,-0.3240000009536743,0.7754,0.679,,,pre_neb,0.7203
mp-20689,Nb3B2,3.865,-0.3955999910831451,0.5169,0.8726,,,pre_neb,0.7202
mp-4771,TiAlCu2,1.155,-0.3030000030994415,0.8556,0.6156,,,pre_neb,0.7185
mp-1094673,LiMg,1.515,-0.3140999972820282,0.8106,0.6492,,,pre_neb,0.7184
mp-2199,Fe3Si,0.97,-0.7028999924659729,0.8788,0.5977,,,pre_neb,0.7182
mp-1207024,Zr3Si2,1.639,-0.6822999715805054,0.7951,0.6601,,,pre_neb,0.7179
mp-1052023,Mg2Cu,0.57,-0.7159000039100647,0.9288,0.5584,,,pre_neb,0.7171
mp-865678,TiMn2V,1.162,-0.6977999806404114,0.8548,0.6132,,,pre_neb,0.7167
mp-574,Ta2Co,0.171,-0.7289999723434448,0.9786,0.5192,,,pre_neb,0.7161
mp-1186389,PaAlFe2,2.166,-0.3328000009059906,0.7292,0.7051,,,pre_neb,0.7154
mp-1205322,CaH2,1.781,-0.320499986410141,0.7774,0.6685,,,pre_neb,0.7151
mp-27456,BaBr2,3.68,-0.382099986076355,0.54,0.8405,,,pre_neb,0.7117
mp-866199,AcAg,0.955,-0.2922999858856201,0.8806,0.5832,,,pre_neb,0.7107
mp-429,ZnNi,4.337,-0.5924000144004822,0.4579,0.8988,,,pre_neb,0.7098
mp-869,TaAl3,1.525,-0.3091000020503998,0.8094,0.6341,,,pre_neb,0.7092
mp-624243,Fe6W6C,2.964,-0.6449999809265137,0.6295,0.7689,,,pre_neb,0.7091
mp-5541,ZrVSi,0.873,-0.2883999943733215,0.8909,0.5714,,,pre_neb,0.7083
mp-1220599,NbVNi,1.836,-0.682200014591217,0.7705,0.6604,,,pre_neb,0.7076
mp-23199,BaCl2,0.723,-0.2831999957561493,0.9096,0.5557,,,pre_neb,0.7074
mp-7084,SrCaSi,1.593,-0.3095999956130981,0.8009,0.6356,,,pre_neb,0.7064
mp-29981,Nb7(BC)4,5.482,-0.4977000057697296,0.3147,0.9999,,,pre_neb,0.7063
mp-862848,Pa3Al,0.627,-0.2791999876499176,0.9216,0.5437,,,pre_neb,0.7057
mp-1193679,Zr6Al16Ni7,4.95,-0.5649999976158142,0.3812,0.9486,,,pre_neb,0.7054
mp-568273,LiI,0.463,-0.7261999845504761,0.9421,0.5275,,,pre_neb,0.7052
mp-22905,LiCl,0.915,-0.2865999937057495,0.8856,0.566,,,pre_neb,0.703
mp-441,Rb2Te,0.567,-0.7246000170707703,0.9291,0.5323,,,pre_neb,0.7024
mp-866141,TiFe2Si,0.773,-0.7182000279426575,0.9034,0.5515,,,pre_neb,0.7023
mp-3944,ZrAlNi2,2.964,-0.6500999927520752,0.6295,0.7546,,,pre_neb,0.701
mp-31214,Ti3P,5.084,-0.4377999901771545,0.3645,0.9528,,,pre_neb,0.7007
mp-866286,AcMg,1.824,-0.313400000333786,0.772,0.6471,,,pre_neb,0.7006
mp-12067,MnAl,1.782,-0.6881999969482422,0.7772,0.6423,,,pre_neb,0.7001
mp-998945,TiNi,1.447,-0.6988999843597412,0.8191,0.6099,,,pre_neb,0.6995
mp-1038828,CaZn,0.498,-0.2714000046253204,0.9378,0.5204,,,pre_neb,0.6992
mp-2661,SrSi,1.656,-0.692799985408783,0.793,0.6284,,,pre_neb,0.6989
mp-1211375,KSr2Br5,4.803,-0.5809999704360962,0.3996,0.9213,,,pre_neb,0.6977
mp-1224408,Hf6Al2Co,2.272,-0.3255999982357025,0.716,0.6837,,,pre_neb,0.6976
mp-978,Sr2Sn,1.526,-0.3021000027656555,0.8092,0.6129,,,pre_neb,0.697
mp-867293,LiCo2Si,3.131,-0.6471999883651733,0.6086,0.7627,,,pre_neb,0.6967
mp-1104181,Ni(BW)3,2.937,-0.3450999855995178,0.6329,0.7409,,,pre_neb,0.6946
mp-4593,Mn3AlC,1.14,-0.7120000123977661,0.8575,0.5702,,,pre_neb,0.6933
mp-259,AlMo3,0.156,-0.4823000133037567,0.9805,0.9961,1.02,0.0,with_neb,0.6926
mp-13415,Ta3B2,3.962,-0.3790999948978424,0.5048,0.833,,,pre_neb,0.6923
mp-31185,MnAlFe2,0.077,-0.534500002861023,0.9904,0.9852,1.2112,0.0,with_neb,0.6912
mp-1193346,Zr4Co2N,4.228,-0.3882000148296356,0.4715,0.8554,,,pre_neb,0.6908
mp-1014230,TiZn,4.87,-0.4156000018119812,0.3912,0.9148,,,pre_neb,0.6904
mp-1076987,TaNiB,2.073,-0.315200001001358,0.7409,0.6525,,,pre_neb,0.6904
mp-729,Cr3Si,0.413,-0.263399988412857,0.9484,0.4967,,,pre_neb,0.6903
mp-1191806,Mg3TiNi2,2.392,-0.3244999945163727,0.701,0.6804,,,pre_neb,0.6893
mp-7804,HfCo3B2,0.832,-0.7243000268936157,0.896,0.5332,,,pre_neb,0.6887
mp-569568,Ta3AlC2,3.813,-0.3709000051021576,0.5234,0.8119,,,pre_neb,0.6883
mp-1205330,Ca3SiO,4.666,-0.4043000042438507,0.4167,0.8918,,,pre_neb,0.6882
mp-864990,Mn2AlW,0.664,-0.7299000024795532,0.917,0.5165,,,pre_neb,0.6881
mp-1994,HfB2,3.702,-0.6334999799728394,0.5372,0.8003,,,pre_neb,0.6876
mp-1209437,RbBa2Br5,5.536,-0.4521999955177307,0.308,0.9718,,,pre_neb,0.6873
mp-1018026,LiAg,0.189,-0.7465000152587891,0.9764,0.4679,,,pre_neb,0.6858
mp-570457,Mg6Si7Ni16,0.368,-0.7412999868392944,0.954,0.483,,,pre_neb,0.6848
mp-1105932,Li2MgSi,5.787,-0.4726000130176544,0.2766,0.9907,,,pre_neb,0.6846
mp-1100395,BaBrCl,2.287,-0.6819999814033508,0.7141,0.661,,,pre_neb,0.6837
mp-23862,BaHI,1.196,-0.7163000106811523,0.8505,0.5572,,,pre_neb,0.6829
mp-2404,CaAl2,5.875,-0.5188999772071838,0.2656,0.9955,,,pre_neb,0.6827
mp-1220660,NbCo3,1.719,-0.7006000280380249,0.7851,0.6047,,,pre_neb,0.682
mp-2027032,ZrMn2,0.347,-0.7439000010490417,0.9566,0.4754,,,pre_neb,0.6816
mp-21347,CoBMo,4.745,-0.5981000065803528,0.4069,0.8867,,,pre_neb,0.681
mp-1016107,Hf6Zn6N,5.282,-0.5726000070571899,0.3398,0.9362,,,pre_neb,0.6806
mp-2090,FeCo,5.494,-0.5600000023841858,0.3133,0.956,,,pre_neb,0.6805
mp-22434,HfFeP,0.226,-0.2513999938964844,0.9718,0.4618,,,pre_neb,0.6804
mp-1224247,HfZrN2,5.974,-0.4981000125408172,0.2532,1.0,,,pre_neb,0.6799
mp-1207408,Zr5Si3N,0.546,-0.494700014591217,0.9318,0.9996,1.0742,0.0,with_neb,0.6794
mp-865235,Ti6Al16Ni7,4.352,-0.6157000064849854,0.456,0.8459,,,pre_neb,0.6788
mp-675941,Li7IN2,1.965,-0.6953999996185303,0.7544,0.6205,,,pre_neb,0.6779
mp-569849,Li15Si4,0.494,-0.2585000097751617,0.9382,0.4824,,,pre_neb,0.6778
mp-1029773,Ca2TaN3,3.215,-0.3438000082969665,0.5981,0.7371,,,pre_neb,0.6776
mp-996161,Nb3AlC2,4.91,-0.4061999917030334,0.3862,0.8959,,,pre_neb,0.6775
mp-1188283,V8N,2.957,-0.6650000214576721,0.6304,0.7115,,,pre_neb,0.6768
mp-972071,V3Mo,1.589,-0.2922999858856201,0.8014,0.5832,,,pre_neb,0.6767
mp-1215319,ZrAlFe4,0.83,-0.7315000295639038,0.8962,0.5118,,,pre_neb,0.6765
mp-864955,Mn2CrCo,0.461,-0.7441999912261963,0.9424,0.4745,,,pre_neb,0.675
mp-16506,Li3Al2,0.672,-0.5103999972343445,0.916,0.9986,1.2733,0.0,with_neb,0.6743
mp-1224184,HfZrB4,4.26,-0.6226999759674072,0.4675,0.8285,,,pre_neb,0.6738
mp-1078767,HfAlNi,2.074,-0.3052000105381012,0.7408,0.6223,,,pre_neb,0.6731
mp-1095573,NbCoSi,1.736,-0.7056000232696533,0.783,0.5896,,,pre_neb,0.6725
mp-16830,Sr(Ni2B)6,0.723,-0.262499988079071,0.9096,0.4941,,,pre_neb,0.6722
mp-867878,AlFe2Si,0.998,-0.7287999987602234,0.8752,0.5198,,,pre_neb,0.6721
mp-1102650,TaCoSi,1.839,-0.2973999977111816,0.7701,0.5986,,,pre_neb,0.6721
mp-1401,ZrZn2,0.328,-0.5566999912261963,0.959,0.9606,1.6641,0.0,with_neb,0.6719
mp-865280,NbAlFe2,0.284,-0.7519999742507935,0.9645,0.4521,,,pre_neb,0.6717
mp-1106165,Nb5Si3B,2.089,-0.6951000094413757,0.7389,0.6214,,,pre_neb,0.6717
mp-5778,AlVFe2,0.57,-0.5379999876022339,0.9288,0.9821,1.1644,0.0,with_neb,0.6715
mp-1094589,LiMg,1.663,-0.2912999987602234,0.7921,0.5802,,,pre_neb,0.671
mp-891,TaNi3,0.801,-0.7372999787330627,0.8999,0.4947,,,pre_neb,0.6683
mp-1190841,Hf2Co,5.326,-0.5839999914169312,0.3343,0.9156,,,pre_neb,0.6664
mp-1217090,Ti8C5,2.983,-0.3296999931335449,0.6271,0.6959,,,pre_neb,0.6664
mp-11809,TiAl2,1.092,-0.2707999944686889,0.8635,0.5186,,,pre_neb,0.6664
mp-30782,Sr6Mg23,0.197,-0.2415000051259994,0.9754,0.4338,,,pre_neb,0.6659
mp-1077482,TiH2,2.893,-0.6740999817848206,0.6384,0.6846,,,pre_neb,0.6648
mp-672680,Zr6Co16Si7,0.583,-0.746999979019165,0.9271,0.4664,,,pre_neb,0.6639
mp-30274,AcBrO,3.299,-0.661899983882904,0.5876,0.7206,,,pre_neb,0.6636
mp-1008349,Co3Ni,0.342,-0.7555999755859375,0.9572,0.4419,,,pre_neb,0.6628
mp-1823,Ti3Al,2.736,-0.6802999973297119,0.658,0.6661,,,pre_neb,0.6626
mp-1104237,Nb7Ni6,0.499,-0.7508999705314636,0.9376,0.4553,,,pre_neb,0.662
mp-1193531,Ta2Al,5.291,-0.4101999998092651,0.3386,0.9041,,,pre_neb,0.6618
mp-13365,SrZn2,0.679,-0.2547999918460846,0.9151,0.4716,,,pre_neb,0.6617
mp-1103272,ZrSiNi,1.759,-0.7110999822616577,0.7801,0.5729,,,pre_neb,0.6617
mp-1210753,Li2Al,1.826,-0.2906000018119812,0.7717,0.578,,,pre_neb,0.6611
mp-864647,Hf2N,1.647,-0.7149999737739563,0.7941,0.5611,,,pre_neb,0.661
mp-1029868,Sr5(SiN3)2,0.501,-0.2485000044107437,0.9374,0.4535,,,pre_neb,0.6609
mp-1219280,SiNi3Mo2,0.602,-0.7488999962806702,0.9248,0.461,,,pre_neb,0.6597
mp-7790,Ti2N,0.555,-0.7508999705314636,0.9306,0.4553,,,pre_neb,0.659
mp-1106,Sr2Si,2.452,-0.3084000051021576,0.6935,0.632,,,pre_neb,0.6584
mp-998421,KCaCl3,2.777,-0.3183000087738037,0.6529,0.6619,,,pre_neb,0.658
mp-1224393,Hf6Al2Fe,1.957,-0.2921999990940094,0.7554,0.5829,,,pre_neb,0.6568
mp-1246515,Ca6Te3N2,0.478,-0.2450000047683715,0.9402,0.4436,,,pre_neb,0.6565
mp-1194082,Ni6W6C,2.984,-0.6765000224113464,0.627,0.6775,,,pre_neb,0.6558
mp-1029660,Ca4ZrN4,3.143,-0.3276999890804291,0.6071,0.69,,,pre_neb,0.6545
mp-571222,CsBr,0.053,-0.7706000208854675,0.9934,0.4004,,,pre_neb,0.6545
mp-2283,ZrCo,6.403,-0.5224000215530396,0.1996,0.9937,,,pre_neb,0.6534
mp-755980,SrCaI4,1.264,-0.2680000066757202,0.842,0.5103,,,pre_neb,0.6524
mp-29596,Ca3AlN3,2.298,-0.3000999987125397,0.7128,0.6068,,,pre_neb,0.6522
mp-1192795,Hf6Co23,0.676,-0.2486000061035156,0.9155,0.4538,,,pre_neb,0.6517
mp-1138,LiF,3.797,-0.3467000126838684,0.5254,0.7455,,,pre_neb,0.6511
mp-1015,ZrMn2,0.921,-0.7440999746322632,0.8849,0.4748,,,pre_neb,0.6506
mp-1212466,Hf5CoP3,2.778,-0.6862000226974487,0.6527,0.6483,,,pre_neb,0.6502
mp-672221,Co21(B3W)2,1.665,-0.72079998254776,0.7919,0.5437,,,pre_neb,0.65
mp-1190880,HfMn2,1.598,-0.7228999733924866,0.8002,0.5374,,,pre_neb,0.65
mp-1190604,Nb3Al2C,1.507,-0.2741000056266784,0.8116,0.5284,,,pre_neb,0.6498
