material_id,formula,mismatch_pct,E_ads_eV,S_lattice,S_adsorption,barrier_eV,S_diffusion,score_mode,score
mp-1209423,RbBa2I5,0.801,0.0710000023245811,0.8999,0.017,,,pre_neb,0.3954
mp-1014231,Hf2Zn,1.662,-0.9315999746322632,0.7922,0.0974,,,pre_neb,0.3952
mp-504659,Hf2P,0.638,0.2612000107765198,0.9202,0.0007,,,pre_neb,0.3948
mp-1193707,Ti2(Co7B2)3,1.383,-0.9606000185012816,0.8271,0.0705,,,pre_neb,0.3948
mp-981,SrF2,1.571,-0.0575999990105629,0.8036,0.0866,,,pre_neb,0.3939
mp-13051,Sr2Si,2.02,-0.0939999967813491,0.7475,0.1274,,,pre_neb,0.3932
mp-1222572,Li7Cu2N3,0.67,-1.627400040626526,0.9162,0.0,,,pre_neb,0.3927
mp-1079337,FeNi3,1.233,-0.9890999794006348,0.8459,0.0503,,,pre_neb,0.3912
mp-2653,BN,0.709,-2.888400077819824,0.9114,0.0,,,pre_neb,0.3906
mp-862861,Pa3Si,1.291,-0.0170000009238719,0.8386,0.0541,,,pre_neb,0.3904
mp-570419,Zr3Al3C5,2.016,-0.0895000025629997,0.748,0.1217,,,pre_neb,0.3901
mp-1094575,LiMg,0.726,3.700700044631958,0.9092,0.0,,,pre_neb,0.3897
mp-865964,Li2CaSn,1.678,-0.0603000000119209,0.7902,0.0892,,,pre_neb,0.3897
mp-726865,KI,0.747,0.2736000120639801,0.9066,0.0006,,,pre_neb,0.3889
mp-1068296,Fe(BW)2,0.748,-1.2764999866485596,0.9065,0.0005,,,pre_neb,0.3888
mp-2362485,LiMg,0.753,6.917699813842773,0.9059,0.0,,,pre_neb,0.3882
mp-5418,Li6Zr2O7,0.757,0.3953000009059906,0.9054,0.0,,,pre_neb,0.388
mp-37906,LiMgN,0.759,-2.399899959564209,0.9051,0.0,,,pre_neb,0.3879
mp-1227905,Ca3(BN2)2,2.177,-0.0980999991297721,0.7279,0.1328,,,pre_neb,0.3878
mp-866056,AcN,0.87,0.1143999993801117,0.8912,0.0089,,,pre_neb,0.3871
mp-8756,KLiSe,0.822,0.1578000038862228,0.8972,0.0045,,,pre_neb,0.3871
mp-770805,Li6Hf2O7,0.803,-2.696000099182129,0.8996,0.0,,,pre_neb,0.3856
mp-974058,LiCu3,1.491,-0.9684000015258788,0.8136,0.0644,,,pre_neb,0.3855
mp-1193180,Ti2(Ni7B2)3,1.528,-0.9656000137329102,0.809,0.0666,,,pre_neb,0.3847
mp-568512,Ba6Mg23,1.382,-0.0141000002622604,0.8272,0.0523,,,pre_neb,0.3844
mp-8648,TiFeSi,1.468,-0.0255999993532896,0.8165,0.06,,,pre_neb,0.3842
mp-1890,BMo,1.983,-0.9233999848365784,0.7521,0.1064,,,pre_neb,0.3831
mp-13686,Nb5Si3,0.953,0.1149000003933906,0.8809,0.0089,,,pre_neb,0.3826
mp-23326,Ca4Cl6O,1.117,0.048700001090765,0.8604,0.0232,,,pre_neb,0.382
mp-1958,SrTe,1.173,0.033500000834465,0.8534,0.0285,,,pre_neb,0.382
mp-3216,Li2ZrN2,3.509,-0.1656000018119812,0.5614,0.2471,,,pre_neb,0.3818
mp-567701,Ba21Al40,1.17,0.0357999987900257,0.8538,0.0276,,,pre_neb,0.3817
mp-752424,Ba4Br6O,2.305,-0.0988000035285949,0.7119,0.1337,,,pre_neb,0.3815
mp-23259,LiBr,3.109,-0.1459999978542328,0.6114,0.2088,,,pre_neb,0.3813
mp-4387,SrZrO3,2.431,-0.1070000007748603,0.6961,0.1451,,,pre_neb,0.3812
mp-22957,SrClF,0.888,1.1122000217437744,0.889,0.0,,,pre_neb,0.381
mp-30471,CaCu,3.398,-0.1592999994754791,0.5752,0.2343,,,pre_neb,0.3804
mp-1078836,KI,0.905,0.354200005531311,0.8869,0.0001,,,pre_neb,0.3802
mp-675101,Ca5NbN5,1.017,-1.1033999919891355,0.8729,0.0106,,,pre_neb,0.3801
mp-4124,CaCN2,0.912,0.5275999903678894,0.886,0.0,,,pre_neb,0.3797
mp-4613,Zr2SnC,0.915,-1.5607000589370728,0.8856,0.0,,,pre_neb,0.3796
mp-569677,Sr2IN,1.075,0.0866999998688697,0.8656,0.0135,,,pre_neb,0.3787
mp-542996,Ta6Fe16Si7,1.196,0.0450999997556209,0.8505,0.0244,,,pre_neb,0.3784
mp-9208,V2B3,1.005,-1.148300051689148,0.8744,0.0052,,,pre_neb,0.3777
mp-569170,CaTe,0.954,-1.30649995803833,0.8808,0.0003,,,pre_neb,0.3776
mp-504812,Hf3P,2.03,-0.0716999992728233,0.7463,0.101,,,pre_neb,0.3775
mp-570935,LiI,1.841,-0.9463000297546388,0.7699,0.0829,,,pre_neb,0.3773
mp-675,ZrW2,2.924,-0.1321000009775161,0.6345,0.1842,,,pre_neb,0.3772
mp-976944,Li5Mg,1.685,-0.036200001835823,0.7894,0.068,,,pre_neb,0.3771
mp-24204,CaHI,1.045,-1.13100004196167,0.8694,0.0069,,,pre_neb,0.3765
mp-1208630,SrC6,3.152,-0.1430999934673309,0.606,0.2035,,,pre_neb,0.376
mp-23432,BaClF,0.985,-1.895799994468689,0.8769,0.0,,,pre_neb,0.3758
mp-29149,Li4NCl,1.085,-1.113700032234192,0.8644,0.009,,,pre_neb,0.3756
mp-2251,Li3N,1.12,-1.0947999954223633,0.86,0.012,,,pre_neb,0.3754
mp-1219330,SiNi3Mo2,1.484,-0.9962000250816344,0.8145,0.0461,,,pre_neb,0.3754
mp-1000,BaTe,1.041,0.1839,0.8699,0.0029,,,pre_neb,0.3745
mp-1892,Ba2N,1.013,-1.3632999658584597,0.8734,0.0001,,,pre_neb,0.3744
mp-30101,Ba4Si3Br2,1.014,0.4189000129699707,0.8732,0.0,,,pre_neb,0.3743
mp-10181,LiSiNi2,2.325,-0.9110000133514404,0.7094,0.1211,,,pre_neb,0.3732
mp-30949,Sr3SiO,2.42,-0.0956000015139579,0.6975,0.1295,,,pre_neb,0.3729
mp-7961,Sr3SnO,1.41,0.0187999997287988,0.8238,0.0346,,,pre_neb,0.3728
mp-1672,CaS,1.06,0.220100000500679,0.8675,0.0015,,,pre_neb,0.3727
mp-4156,Li2ZrO3,1.043,-3.60260009765625,0.8696,0.0,,,pre_neb,0.3727
mp-1227650,BaSr4,1.119,0.1290999948978424,0.8601,0.0071,,,pre_neb,0.3727
mp-570777,SrSi,2.353,-0.0896999984979629,0.7059,0.1219,,,pre_neb,0.3722
mp-23056,Sr2BrN,1.118,0.1412999927997589,0.8602,0.0059,,,pre_neb,0.372
mp-1222798,Li14MgSi4,1.118,0.1427000015974044,0.8602,0.0057,,,pre_neb,0.3719
mp-1211589,KCaCl3,2.687,-0.8877000212669373,0.6641,0.1528,,,pre_neb,0.3719
mp-7577,CoSi,1.627,-0.9846000075340272,0.7966,0.0531,,,pre_neb,0.3718
mp-7088,Ta2C,3.228,-0.1424999982118606,0.5965,0.2024,,,pre_neb,0.3713
mp-1025267,Cs2CaBr4,4.748,-0.2075999975204467,0.4065,0.3434,,,pre_neb,0.3705
mp-1094573,LiMg,1.097,0.9301999807357788,0.8629,0.0,,,pre_neb,0.3698
mp-2758,SrSe,1.127,0.193800002336502,0.8591,0.0024,,,pre_neb,0.3696
mp-1500,BaS,1.137,0.1763000041246414,0.8579,0.0033,,,pre_neb,0.3695
mp-976262,LiMg,2.397,-0.0892999991774559,0.7004,0.1214,,,pre_neb,0.3695
mp-1192799,V3(Ni10B3)2,1.607,-0.9973000288009644,0.7991,0.0454,,,pre_neb,0.3684
mp-2341,Li3N,1.152,0.2275999933481216,0.856,0.0013,,,pre_neb,0.3676
mp-984605,Ca3SnH2,1.92,-0.0408000014722347,0.76,0.0717,,,pre_neb,0.3667
mp-1191331,Ti2Co,1.214,0.1474000066518783,0.8482,0.0053,,,pre_neb,0.3666
mp-567395,Li15Au4,2.087,-0.0560000017285347,0.7391,0.0851,,,pre_neb,0.3654
mp-1213975,CaB4,1.765,-0.0167999994009733,0.7794,0.054,,,pre_neb,0.3649
mp-28898,BaCN2,1.223,0.1935999989509582,0.8471,0.0024,,,pre_neb,0.3645
mp-9517,SrTiN2,2.553,-0.0930999964475631,0.6809,0.1262,,,pre_neb,0.3639
mp-2646991,Ca2NF,1.224,-1.233299970626831,0.847,0.0012,,,pre_neb,0.3637
mp-864841,Nb4Ni2C,3.449,-0.1458999961614608,0.5689,0.2086,,,pre_neb,0.363
mp-16491,SrAl9Co2,1.48,0.0502000004053115,0.815,0.0227,,,pre_neb,0.3623
mp-20726,SrCaSn,5.745,-0.2372999936342239,0.2819,0.422,,,pre_neb,0.362
mp-23364,CsLiCl2,1.25,-1.4393999576568604,0.8438,0.0,,,pre_neb,0.3616
mp-672677,Ti6Co16Si7,1.855,-0.0198999997228384,0.7681,0.0561,,,pre_neb,0.3612
mp-4495,KLiTe,1.361,0.1130999997258186,0.8299,0.0091,,,pre_neb,0.3609
mp-1108,TaB2,1.352,0.1207000017166137,0.831,0.0081,,,pre_neb,0.3608
mp-973374,LiMg2,2.905,-0.1129999980330467,0.6369,0.1538,,,pre_neb,0.3608
mp-8868,Ba3NaN,1.289,0.2002999931573867,0.8389,0.0022,,,pre_neb,0.3608
mp-10255,Nb3B4,1.577,-1.0364999771118164,0.8029,0.0274,,,pre_neb,0.3597
mp-1183308,BaMg,3.281,-0.1334999948740005,0.5899,0.1866,,,pre_neb,0.3594
mp-28170,Ca5Ni15B4,1.658,-1.0205999612808228,0.7928,0.0338,,,pre_neb,0.3591
mp-20318,Mn2B,1.352,-1.152400016784668,0.831,0.0049,,,pre_neb,0.3589
mp-2058,Ni3B,2.513,-0.9174000024795532,0.6859,0.1133,,,pre_neb,0.3587
mp-22916,NaBr,1.306,-1.5961999893188477,0.8368,0.0,,,pre_neb,0.3586
mp-1214915,Al3(V3C2)4,1.322,-1.382099986076355,0.8348,0.0001,,,pre_neb,0.3578
mp-865898,TiZnCo2,1.938,-0.977999985218048,0.7578,0.0575,,,pre_neb,0.3576
mp-3834,BaZrO3,1.332,-1.871899962425232,0.8335,0.0,,,pre_neb,0.3572
mp-22951,BaIF,1.345,-1.3478000164031982,0.8319,0.0001,,,pre_neb,0.3566
mp-1206169,SrCuSi,1.529,0.0737999975681305,0.8089,0.0163,,,pre_neb,0.356
mp-13108,SrHfO3,1.368,0.3267000019550323,0.829,0.0002,,,pre_neb,0.3554
mp-1018021,NbCo3,1.371,-1.469499945640564,0.8286,0.0,,,pre_neb,0.3551
mp-1094590,Li5Mg,1.373,4.085100173950195,0.8284,0.0,,,pre_neb,0.355
mp-1218268,SrCuSi,1.452,0.1368999928236007,0.8185,0.0063,,,pre_neb,0.3544
mp-23859,CaHCl,1.385,-1.785899996757507,0.8269,0.0,,,pre_neb,0.3544
mp-531265,Ca3(BN2)2,1.4,0.2369000017642974,0.825,0.0011,,,pre_neb,0.3542
mp-10615,BaLiP,1.44,0.1677999943494796,0.82,0.0038,,,pre_neb,0.3536
mp-504790,LiYSn,1.537,0.094200000166893,0.8079,0.0121,,,pre_neb,0.3532
mp-24205,SrHI,2.307,-0.9452000260353088,0.7116,0.0839,,,pre_neb,0.353
mp-998198,RbCaBr3,1.506,0.1173999980092048,0.8118,0.0085,,,pre_neb,0.3528
mp-28160,Ca3C3Cl2,1.497,0.1230000033974647,0.8129,0.0078,,,pre_neb,0.3528
mp-635393,Ca2PI,1.463,0.1680999994277954,0.8171,0.0038,,,pre_neb,0.3524
mp-23040,Ca2PI,1.625,-1.0642999410629272,0.7969,0.0187,,,pre_neb,0.3522
mp-4551,SrHfO3,1.445,0.2311999946832656,0.8194,0.0013,,,pre_neb,0.3519
mp-1216708,V3Ni2,1.478,0.4440999925136566,0.8152,0.0,,,pre_neb,0.3494
mp-29152,Zr2CoP,1.617,-1.091099977493286,0.7979,0.0127,,,pre_neb,0.3492
mp-1217074,Ti2HC,1.492,-1.273900032043457,0.8135,0.0006,,,pre_neb,0.349
mp-22936,Ca2NCl,1.488,-2.033900022506714,0.814,0.0,,,pre_neb,0.3489
mp-1181094,Hf2SiH,1.823,-1.0262000560760498,0.7721,0.0314,,,pre_neb,0.3489
mp-1215600,Zr2CoNi,2.139,-0.9758999943733216,0.7326,0.059,,,pre_neb,0.3477
mp-531195,Sr2NF,2.49,-0.9377999901771544,0.6888,0.0911,,,pre_neb,0.3472
mp-570046,Sr3MoN4,1.541,0.2054000049829483,0.8074,0.002,,,pre_neb,0.3472
mp-1025402,SrCu,1.939,0.0110999997705221,0.7576,0.0382,,,pre_neb,0.3465
mp-567680,BaCl2,2.335,-0.0452000014483928,0.7081,0.0754,,,pre_neb,0.3465
mp-867049,Ti13Si31Ni40,1.537,0.3265999853610992,0.8079,0.0002,,,pre_neb,0.3463
mp-13053,SrSi,1.553,0.6740000247955322,0.8059,0.0,,,pre_neb,0.3454
mp-1104164,Ba3Au2,2.175,-0.0226000007241964,0.7281,0.0579,,,pre_neb,0.3451
mp-637575,AlCr3B4,2.123,-0.9847999811172484,0.7346,0.053,,,pre_neb,0.3451
mp-1217103,Ti4C3N,1.568,-2.059299945831299,0.804,0.0,,,pre_neb,0.3446
mp-1189981,Zr5ZnSn3,1.751,0.0719000026583671,0.7811,0.0168,,,pre_neb,0.3443
mp-32711,SrBr2,2.469,-0.0549000017344951,0.6914,0.084,,,pre_neb,0.3443
mp-1087,SrS,1.587,0.6754999756813049,0.8016,0.0,,,pre_neb,0.3436
mp-1029,BaF2,1.672,0.1280999928712844,0.791,0.0072,,,pre_neb,0.3431
mp-5076,SrZrO3,1.626,0.2285999953746795,0.7968,0.0013,,,pre_neb,0.3422
mp-30428,BaCu,1.643,0.31700000166893,0.7946,0.0002,,,pre_neb,0.3407
mp-22735,Ca2Sn,2.543,-0.0553999990224838,0.6821,0.0845,,,pre_neb,0.3406
mp-14024,Zr3O,4.33,-0.1676999926567077,0.4588,0.2515,,,pre_neb,0.3403
mp-1214417,BaC6,1.65,0.3352999985218048,0.7938,0.0002,,,pre_neb,0.3403
mp-17435,Zr4Fe4Si7,6.345,-0.2437999993562698,0.2069,0.4402,,,pre_neb,0.3402
mp-1079585,Nb2N,2.163,-0.9936000108718872,0.7296,0.0476,,,pre_neb,0.3399
mp-1097916,CsCaCl3,4.144,-0.8411999940872192,0.482,0.2333,,,pre_neb,0.3399
mp-1017,Zr3O,1.659,0.5929999947547913,0.7926,0.0,,,pre_neb,0.3397
mp-1191437,Zr2Co,3.94,-0.1485999971628189,0.5075,0.2136,,,pre_neb,0.3396
mp-1209238,RbCaBr3,2.338,-0.0302000008523464,0.7078,0.0634,,,pre_neb,0.3395
mp-1192043,MgO,2.425,-0.9599000215530396,0.6969,0.0711,,,pre_neb,0.3393
mp-1194230,Zr6Zn16Cu7,4.712,-0.8167999982833862,0.411,0.2852,,,pre_neb,0.3391
mp-1080575,SrZrO3,1.784,0.1036999970674514,0.777,0.0105,,,pre_neb,0.339
mp-1217028,TiB2Mo,1.719,0.1632000058889389,0.7851,0.0041,,,pre_neb,0.3388
mp-23070,BaBrF,1.677,1.2421000003814695,0.7904,0.0,,,pre_neb,0.3387
mp-1206854,TiMnP,2.086,-1.0111000537872314,0.7392,0.0382,,,pre_neb,0.3386
mp-8365,MnB,2.342,-0.9760000109672546,0.7072,0.0589,,,pre_neb,0.3368
mp-1217755,SrZnSi,1.789,0.1370999962091446,0.7764,0.0063,,,pre_neb,0.3363
mp-1217065,Ti8Cu3Ni,1.727,1.3206000328063965,0.7841,0.0,,,pre_neb,0.3361
mp-1102240,SrF2,1.734,-2.2853000164031982,0.7832,0.0,,,pre_neb,0.3357
mp-582259,Li7VN4,3.212,-0.1022000014781951,0.5985,0.1383,,,pre_neb,0.3355
mp-23860,SrHCl,1.755,-1.3131999969482422,0.7806,0.0003,,,pre_neb,0.3347
mp-976254,Li3Mg,2.416,-0.0285000000149011,0.698,0.0621,,,pre_neb,0.3346
mp-22709,TaNiB2,2.159,-1.0128999948501587,0.7301,0.0373,,,pre_neb,0.3342
mp-5339,CsNaTe,1.806,0.1761000007390976,0.7742,0.0033,,,pre_neb,0.3337
mp-867754,Ta4Ni2C,3.043,-0.0866999998688697,0.6196,0.1182,,,pre_neb,0.3331
mp-1217965,TaB2Mo,1.787,0.6208000183105469,0.7766,0.0,,,pre_neb,0.3328
mp-1188344,CsLiCl2,2.118,-1.0307999849319458,0.7352,0.0295,,,pre_neb,0.332
mp-1080664,CrB,1.809,-1.3101999759674072,0.7739,0.0003,,,pre_neb,0.3318
mp-24119,Ca2HN,1.814,-1.8494999408721924,0.7732,0.0,,,pre_neb,0.3314
mp-17892,Ca2VN3,3.049,-0.9156000018119812,0.6189,0.1154,,,pre_neb,0.3312
mp-23063,Ba4Cl6O,3.091,-0.0869999974966049,0.6136,0.1186,,,pre_neb,0.3307
mp-33588,Ca2NF,1.838,-1.6003999710083008,0.7702,0.0,,,pre_neb,0.3301
mp-2472,SrO,1.839,-2.661600112915039,0.7701,0.0,,,pre_neb,0.3301
mp-551835,Ba2I2O,1.894,-1.1598000526428225,0.7632,0.0043,,,pre_neb,0.3296
mp-1253,BaSe,1.87,0.2097000032663345,0.7662,0.0018,,,pre_neb,0.3294
mp-684623,Zr10C9,1.858,0.387499988079071,0.7677,0.0001,,,pre_neb,0.3291
mp-30273,AcClO,1.863,-3.3145999908447266,0.7671,0.0,,,pre_neb,0.3288
mp-754730,SrCaI4,3.88,-0.135000005364418,0.515,0.1891,,,pre_neb,0.3288
mp-2717,Zr2Ni7,2.277,-1.0123000144958496,0.7154,0.0376,,,pre_neb,0.3281
mp-568646,Ta3Si,2.494,-0.0215000007301569,0.6882,0.0572,,,pre_neb,0.3276
mp-567748,Zr2Al3C4,1.909,-2.2026000022888184,0.7614,0.0,,,pre_neb,0.3263
mp-260,CrB,1.925,-1.2696000337600708,0.7594,0.0006,,,pre_neb,0.3258
mp-30420,SrAu,4.354,-0.1553999930620193,0.4558,0.2266,,,pre_neb,0.3248
mp-12906,Sr3CrN3,2.912,-0.061999998986721,0.636,0.0909,,,pre_neb,0.3245
mp-571166,CaBr2,2.015,0.1337999999523162,0.7481,0.0066,,,pre_neb,0.3244
mp-23861,BaHCl,1.99,-1.159600019454956,0.7512,0.0043,,,pre_neb,0.3244
mp-12990,Ti2AlC,1.984,-1.919100046157837,0.752,0.0,,,pre_neb,0.3223
mp-570097,Sr(Li2P)2,2.005,0.6879000067710876,0.7494,0.0,,,pre_neb,0.3212
mp-1120767,NaCl,2.006,0.7272999882698059,0.7492,0.0,,,pre_neb,0.3211
mp-2530,Li2Te,2.009,-1.4124000072479248,0.7489,0.0,,,pre_neb,0.321
mp-11644,Li2Ca,3.135,-0.0741000026464462,0.6081,0.1036,,,pre_neb,0.3198
mp-1218347,Sr3(BN2)2,2.149,0.1020999997854232,0.7314,0.0108,,,pre_neb,0.3196
mp-998333,CsCaI3,2.056,0.2382999956607818,0.743,0.0011,,,pre_neb,0.3191
mp-23046,SrIF,2.047,-1.6907999515533447,0.7441,0.0,,,pre_neb,0.3189
mp-998197,RbCaCl3,3.258,-0.9179999828338624,0.5928,0.1126,,,pre_neb,0.3184
mp-542138,Ca3Si2Ni3,2.057,2.605799913406372,0.7429,0.0,,,pre_neb,0.3184
mp-23289,KCl,2.331,0.0439000017940998,0.7086,0.0248,,,pre_neb,0.3179
mp-28731,V6C5,2.069,-1.7800999879837036,0.7414,0.0,,,pre_neb,0.3177
mp-1400,HfW2,2.37,-1.0364999771118164,0.7038,0.0274,,,pre_neb,0.3173
mp-561418,Zr3O,5.415,-0.194700002670288,0.3231,0.3119,,,pre_neb,0.3167
mp-1019576,Ca4SiN4,2.469,-1.021299958229065,0.6914,0.0335,,,pre_neb,0.3154
mp-5659,Ti3SiC2,2.118,2.7344000339508057,0.7352,0.0,,,pre_neb,0.3151
mp-1094594,LiMg,2.131,0.2412000000476837,0.7336,0.001,,,pre_neb,0.315
mp-4673,SrHfO3,2.839,-0.035300001502037,0.6451,0.0673,,,pre_neb,0.3149
mp-1217106,Ti2C,2.124,-1.5153000354766846,0.7345,0.0,,,pre_neb,0.3148
mp-569326,Zr4(AlC2)3,2.127,-2.253900051116944,0.7341,0.0,,,pre_neb,0.3146
mp-1232339,LiC12,2.141,-3.2142999172210693,0.7324,0.0,,,pre_neb,0.3139
mp-1094591,Li3Mg,2.525,0.0182000007480382,0.6844,0.0349,,,pre_neb,0.3132
mp-1894,WC,2.412,-1.052299976348877,0.6985,0.0221,,,pre_neb,0.312
mp-9324,Ba3MnN3,2.61,0.0065999999642372,0.6738,0.0404,,,pre_neb,0.3119
mp-24423,SrHBr,2.324,-1.0887000560760498,0.7095,0.0131,,,pre_neb,0.3116
mp-1047,Ca3N2,2.206,0.2073000073432922,0.7243,0.0019,,,pre_neb,0.3115
mp-28553,Ca2IN,2.187,-1.884400010108948,0.7266,0.0,,,pre_neb,0.3114
mp-568284,SrI2,4.444,-0.8529999852180481,0.4445,0.2106,,,pre_neb,0.3109
mp-2898987,CsCaI3,2.233,0.2368000000715255,0.7209,0.0011,,,pre_neb,0.3096
mp-20787,FeB,2.376,-1.0814000368118286,0.703,0.0146,,,pre_neb,0.3096
mp-1190809,Li8TeN2,3.087,-0.9502000212669371,0.6141,0.0794,,,pre_neb,0.3086
mp-567601,Sr4CN4,2.274,0.3758000135421753,0.7158,0.0001,,,pre_neb,0.3068
mp-11580,TiCrP,5.755,-0.7993999719619751,0.2806,0.3261,,,pre_neb,0.3066
mp-1094579,LiMg2,2.281,3.805500030517578,0.7149,0.0,,,pre_neb,0.3064
mp-23268,NaI,2.332,0.1695999950170517,0.7085,0.0037,,,pre_neb,0.3057
mp-1080525,FeB,2.294,-2.351300001144409,0.7132,0.0,,,pre_neb,0.3057
mp-11263,Zr3Au,5.67,-0.1958000063896179,0.2912,0.3145,,,pre_neb,0.3045
mp-1224756,Hf14Cu51,6.224,-0.2166000008583068,0.222,0.3664,,,pre_neb,0.3045
mp-1021323,LiC12,2.325,-1.3279999494552612,0.7094,0.0002,,,pre_neb,0.3041
mp-1215471,Zr2HC,2.325,-1.921200037002564,0.7094,0.0,,,pre_neb,0.304
mp-1109,Sr5Al9,2.376,0.1586000025272369,0.703,0.0044,,,pre_neb,0.3038
mp-9325,Sr3MnN3,2.5,0.0839999988675117,0.6875,0.0141,,,pre_neb,0.3027
mp-571642,CaCl2,2.356,0.5418999791145325,0.7055,0.0,,,pre_neb,0.3024
mp-640340,Ca4MgAl3,2.379,3.513799905776977,0.7026,0.0,,,pre_neb,0.3011
mp-2795,ZrC,2.793,0.0109999999403953,0.6509,0.0382,,,pre_neb,0.3008
mp-850279,SrCaI4,2.387,-1.4420000314712524,0.7016,0.0,,,pre_neb,0.3007
mp-703492,Zr3Zn3C,3.719,-0.091899998486042,0.5351,0.1247,,,pre_neb,0.3006
mp-1197569,Zn2Ni21B20,2.782,-1.0214999914169312,0.6522,0.0334,,,pre_neb,0.2986
mp-1193397,Zr9NiMo4,2.439,1.18340003490448,0.6951,0.0,,,pre_neb,0.2979
mp-998325,RbCaI3,2.473,0.2234999984502792,0.6909,0.0014,,,pre_neb,0.2969
mp-1220349,NbB2W,2.463,-1.423699975013733,0.6921,0.0,,,pre_neb,0.2966
mp-10876,Ca3Al7Cu2,5.914,-0.1992000043392181,0.2608,0.3227,,,pre_neb,0.2962
mp-570505,Ca3(AlN2)2,2.84,-1.0216000080108645,0.645,0.0333,,,pre_neb,0.2955
mp-1025497,AlV2C,2.496,-1.2523000240325928,0.688,0.0008,,,pre_neb,0.2953
mp-1188857,NbNiB2,2.497,-1.4277000427246094,0.6879,0.0,,,pre_neb,0.2948
mp-2741,CaF2,2.534,0.2511999905109405,0.6832,0.0009,,,pre_neb,0.2933
mp-5251,Ca4CN4,5.016,-0.1588000059127807,0.373,0.2333,,,pre_neb,0.2932
mp-3803,Ta4AlC3,2.532,5.259699821472168,0.6835,0.0,,,pre_neb,0.2929
mp-1029375,BaCN2,2.539,0.423799991607666,0.6826,0.0,,,pre_neb,0.2926
mp-38818,HfNbB4,2.878,-1.0270999670028689,0.6402,0.031,,,pre_neb,0.2921
mp-13146,Ca3N2,2.609,0.1467999964952469,0.6739,0.0054,,,pre_neb,0.2919
mp-13109,SrHfO3,2.63,0.130400002002716,0.6712,0.007,,,pre_neb,0.2917
mp-1105036,Ni(BMo)3,2.936,0.017400000244379,0.633,0.0352,,,pre_neb,0.2914
mp-505528,Nb3P,3.022,0.0044999998062849,0.6222,0.0415,,,pre_neb,0.2904
mp-23714,SrH2,2.659,0.1264999955892563,0.6676,0.0074,,,pre_neb,0.2904
mp-866315,Al(Ni3B2)4,3.02,0.006800000090152,0.6225,0.0403,,,pre_neb,0.2898
mp-1113,BW2,2.71,-1.1069999933242798,0.6612,0.01,,,pre_neb,0.2891
mp-1020622,SrZrO3,2.688,0.1260000020265579,0.664,0.0075,,,pre_neb,0.2888
mp-1094574,LiMg2,2.633,0.2010000050067901,0.6709,0.0021,,,pre_neb,0.2887
mp-998417,CsSrI3,3.293,-0.0308999996632337,0.5884,0.0639,,,pre_neb,0.2887
mp-16726,LiB,2.613,-1.7611000537872314,0.6734,0.0,,,pre_neb,0.2886
mp-754853,CaHfO3,3.768,-0.0767000019550323,0.529,0.1065,,,pre_neb,0.2876
mp-15987,Hf3(Cu2Si)2,4.151,-0.895799994468689,0.4811,0.1411,,,pre_neb,0.2868
mp-998599,KCaBr3,2.746,0.1257999986410141,0.6567,0.0075,,,pre_neb,0.2857
mp-1104546,Co(BMo)3,2.92,0.0480000004172325,0.635,0.0234,,,pre_neb,0.2855
mp-1215592,Zr2CN,3.889,-0.9175999760627748,0.5139,0.1131,,,pre_neb,0.2848
mp-29720,Li21Si5,7.904,-0.260699987411499,0.012,0.4888,,,pre_neb,0.2845
mp-210,BaLi4,3.097,0.0162000004202127,0.6129,0.0358,,,pre_neb,0.2831
mp-1094578,LiMg,3.518,-0.0443999990820884,0.5602,0.0747,,,pre_neb,0.2828
mp-752419,SrCaI4,4.076,-0.9064000248908995,0.4905,0.1269,,,pre_neb,0.2827
mp-569025,Ba19Na29Li13,2.75,0.5383999943733215,0.6562,0.0,,,pre_neb,0.2813
mp-1217904,TaTiC2,3.214,0.0019000000320374,0.5982,0.0429,,,pre_neb,0.2809
mp-1215209,ZrTaB4,3.382,-0.9807000160217284,0.5772,0.0557,,,pre_neb,0.2792
mp-2572,SrMg2,6.489,-0.2089000046253204,0.1889,0.3467,,,pre_neb,0.2791
mp-1215377,Zr4O,5.664,-0.1758999973535537,0.292,0.269,,,pre_neb,0.2789
mp-3721,SrHfO3,2.884,0.1414999961853027,0.6395,0.0058,,,pre_neb,0.2774
mp-1187432,Ti2CoMo,3.132,-1.0329999923706057,0.6085,0.0287,,,pre_neb,0.2772
mp-2631,Ba4Al5,2.958,0.0988999977707862,0.6302,0.0113,,,pre_neb,0.2766
mp-23321,Sr4Cl6O,3.429,-0.0126000000163912,0.5714,0.0513,,,pre_neb,0.2742
mp-642493,Hf3Al3C5,2.913,0.1877000033855438,0.6359,0.0027,,,pre_neb,0.2741
mp-866094,HfZnCu2,3.056,0.0763999968767166,0.618,0.0157,,,pre_neb,0.2738
mp-1216709,TiNbB2,2.941,0.1530999988317489,0.6324,0.0048,,,pre_neb,0.2738
mp-1092278,Mn(BMo)2,3.632,-0.9625999927520752,0.546,0.0689,,,pre_neb,0.2734
mp-1185301,LiF,3.663,-0.9589999914169312,0.5421,0.0718,,,pre_neb,0.2734
mp-31066,LiUN2,2.979,0.1306000053882599,0.6276,0.0069,,,pre_neb,0.2729
mp-2091,V3B2,4.462,-0.892799973487854,0.4422,0.1453,,,pre_neb,0.2726
mp-1079891,Ba2Br2O,3.179,0.0445000007748603,0.6026,0.0246,,,pre_neb,0.2723
